image_path,file_exists,status,bytes,asset_id,profile_id,profile_name,name,description,file_id,filename,mime_type,service_date,historical_cost,valuation_cost,is_disposed,updated,attr_Abutment Material,attr_Adjacent Slope,attr_Area,attr_Bldg Number of Months in Use,attr_Bridge Type,attr_Cross Slope Average,attr_Cross Slope Max,attr_Decking Material,attr_Distance Between Benches,attr_Fall Height,attr_GIS ID,attr_Has Edge Guard,attr_Has Pedestrian Railing,attr_Has Pedestrian Walkway,attr_Height,attr_Last Inspection by Qualified Professional,attr_Length,attr_Load Capacity,attr_Manufacturer,"attr_Material (Frame, Tank, Body)",attr_Next Inspection by Qualified Professional,attr_Next Inspection by Staff,attr_Number of Steps,attr_Obstacle Max Height,attr_PO2026 Agrmt Priority,attr_Pipe Diameter,attr_Quantity of Shots,attr_Sign Mount Type,attr_Structure Material,attr_Structure Position,attr_Surface Material,attr_Tent Pad Type,attr_Tool Station Available,attr_Trail Gradient Average,attr_Trail Gradient Max,attr_Trail Surface Description,attr_Trail Use Type,attr_Trail Width Average,attr_Trail Width Minimum,attr_Vehicle Access,attr_Width,attr_acs Accessible Priority,attr_acs Is Asset Accessible,attr_acs Is the Route to the Asset Accessible
data/citywide/images/337/86147/13181__AST_IM_20210811_152606.jpeg,True,skip,999637,86147,337,Boardwalk < 1.2m High,boardwalk,19m boardwalk,13181,AST_IM_20210811_152606.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86147,No,No railings,,0,,19,,,,,2026-05-01,,,med,,19,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86150/13167__AST_IM_20210811_153044.jpeg,True,skip,974937,86150,337,Boardwalk < 1.2m High,boardwalk,9m boardwalk,13167,AST_IM_20210811_153044.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86150,No,No railings,,0,,9,,,,,2026-05-01,,,med,,9,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86148/13166__AST_IM_20210811_160334.jpeg,True,skip,752039,86148,337,Boardwalk < 1.2m High,boardwalk,7m boardwalk,13166,AST_IM_20210811_160334.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86148,No,No railings,,0,,17,,,,,2026-05-01,,,med,,7,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86147/13180__AST_IM_20210811_152625.jpeg,True,skip,923252,86147,337,Boardwalk < 1.2m High,boardwalk,19m boardwalk,13180,AST_IM_20210811_152625.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86147,No,No railings,,0,,19,,,,,2026-05-01,,,med,,19,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86152/13176__AST_IM_20210811_153215.jpeg,True,skip,1111029,86152,337,Boardwalk < 1.2m High,log bridge,12m log bridge,13176,AST_IM_20210811_153215.jpeg,image/jpeg,1996-01-01,2000.0,2000.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,TBD,,-1,structure.86152,,No railings,,0,,12,0,,,,2026-05-01,,,med,,,,Timber,,TBD,,,,,,,,,No,0,Medium,TBD,TBD
data/citywide/images/337/86151/13178__AST_IM_20210811_152735.jpeg,True,skip,801419,86151,337,Boardwalk < 1.2m High,boardwalk,10m boardwalk,13178,AST_IM_20210811_152735.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86151,No,No railings,,0,,11,,,,,2026-05-01,,,med,,10,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86154/13168__AST_IM_20210811_153139.jpeg,True,skip,1139638,86154,337,Boardwalk < 1.2m High,boardwalk,10m boardwalk,13168,AST_IM_20210811_153139.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86154,No,No railings,,0,,10,,,,,2026-05-01,,,med,,10,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86153/13164__AST_IM_20210811_160307.jpeg,True,skip,942196,86153,337,Boardwalk < 1.2m High,boardwalk,16m boardwalk,13164,AST_IM_20210811_160307.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86153,No,No railings,,0,,16,,,,,2026-05-01,,,med,,16,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86154/13169__AST_IM_20210811_153123.jpeg,True,skip,1214605,86154,337,Boardwalk < 1.2m High,boardwalk,10m boardwalk,13169,AST_IM_20210811_153123.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86154,No,No railings,,0,,10,,,,,2026-05-01,,,med,,10,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86153/13165__AST_IM_20210811_160249.jpeg,True,skip,892264,86153,337,Boardwalk < 1.2m High,boardwalk,16m boardwalk,13165,AST_IM_20210811_160249.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86153,No,No railings,,0,,16,,,,,2026-05-01,,,med,,16,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86157/13162__AST_IM_20210811_160058.jpeg,True,skip,751907,86157,337,Boardwalk < 1.2m High,boardwalk,17m boardwalk,13162,AST_IM_20210811_160058.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86157,No,No railings,,0,,17,,,,,2026-05-01,,,med,,17,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86160/13157__AST_IM_20210811_160140.jpeg,True,skip,973329,86160,337,Boardwalk < 1.2m High,boardwalk,4m boardwalk,13157,AST_IM_20210811_160140.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86160,No,No railings,,0,,21.3,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86155/13174__AST_IM_20210811_160210.jpeg,True,skip,1015077,86155,337,Boardwalk < 1.2m High,boardwalk,7m boardwalk,13174,AST_IM_20210811_160210.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86155,No,No railings,,0,,24.4,,,,,2026-05-01,,,med,,7,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86162/13187__AST_IM_20210811_153031.jpeg,True,skip,1054394,86162,337,Boardwalk < 1.2m High,boardwalk,"17m boardwalk, garbage",13187,AST_IM_20210811_153031.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86162,No,No railings,,0,,17,,,,,2026-05-01,,,med,,17,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86162/13188__AST_IM_20210811_153003.jpeg,True,skip,1115627,86162,337,Boardwalk < 1.2m High,boardwalk,"17m boardwalk, garbage",13188,AST_IM_20210811_153003.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86162,No,No railings,,0,,17,,,,,2026-05-01,,,med,,17,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86161/13159__AST_IM_20210811_160025.jpeg,True,skip,870739,86161,337,Boardwalk < 1.2m High,boardwalk,4m boardwalk,13159,AST_IM_20210811_160025.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,TBD,,-1,structures.86161,No,No railings,,0,,4,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86163/13172__AST_IM_20210811_152802.jpeg,True,skip,846923,86163,337,Boardwalk < 1.2m High,boardwalk,6m boardwalk,13172,AST_IM_20210811_152802.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86163,No,No railings,,0,,6,,,,,2026-05-01,,,med,,6,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86162/13189__AST_IM_20210811_152942.jpeg,True,skip,983833,86162,337,Boardwalk < 1.2m High,boardwalk,"17m boardwalk, garbage",13189,AST_IM_20210811_152942.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86162,No,No railings,,0,,17,,,,,2026-05-01,,,med,,17,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86164/13149__AST_IM_20210811_160527.jpeg,True,skip,1107221,86164,337,Boardwalk < 1.2m High,boardwalk,11m boardwalk,13149,AST_IM_20210811_160527.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86164,No,No railings,,0,,11,,,,,2026-05-01,,,med,,11,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86167/13158__AST_IM_20210811_160430.jpeg,True,skip,981208,86167,337,Boardwalk < 1.2m High,boardwalk,4m boardwalk,13158,AST_IM_20210811_160430.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86167,No,No railings,,0,,4,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86165/13151__AST_IM_20210811_160402.jpeg,True,skip,873795,86165,337,Boardwalk < 1.2m High,boardwalk,2m boardwalk,13151,AST_IM_20210811_160402.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86165,No,No railings,,0,,4,,,,,2026-05-01,,,med,,2,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86168/13170__AST_IM_20210811_160602.jpeg,True,skip,850941,86168,337,Boardwalk < 1.2m High,boardwalk,8m boardwalk,13170,AST_IM_20210811_160602.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86168,No,No railings,,0,,8,,,,,2026-05-01,,,med,,8,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86166/13127__AST_IM_20210811_162122.jpeg,True,skip,1002127,86166,337,Boardwalk < 1.2m High,boardwalk,4m boardwalk,13127,AST_IM_20210811_162122.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,TBD,,-1,structures.86166,No,No railings,,0,,4,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86169/13153__AST_IM_20210811_161711.jpeg,True,skip,948003,86169,337,Boardwalk < 1.2m High,boardwalk,8m boardwalk,13153,AST_IM_20210811_161711.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86169,No,No railings,,0,,8,,,,,2026-05-01,,,med,,8,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86172/13143__AST_IM_20210811_161350.jpeg,True,skip,870525,86172,337,Boardwalk < 1.2m High,boardwalk,7m log boardwalk,13143,AST_IM_20210811_161350.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86172,No,No railings,,0,,80,,,,,2026-05-01,,,med,,7,,TBD,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86173/13141__AST_IM_20210811_161847.jpeg,True,skip,790104,86173,337,Boardwalk < 1.2m High,boardwalk,3m boardwalk,13141,AST_IM_20210811_161847.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86173,No,No railings,,0,,5,,,,,2026-05-01,,,med,,3,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86175/13173__AST_IM_20210811_160816.jpeg,True,skip,1221135,86175,337,Boardwalk < 1.2m High,boardwalk,4 m boardwalk,13173,AST_IM_20210811_160816.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86175,No,No railings,,0,,21,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86170/13147__AST_IM_20210811_161312.jpeg,True,skip,1192108,86170,337,Boardwalk < 1.2m High,boardwalk,8m boardwalk,13147,AST_IM_20210811_161312.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,TBD,,-1,structures.86170,No,No railings,,0,,8,,,,,2026-05-01,,,med,,8,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86176/13171__AST_IM_20210811_161240.jpeg,True,skip,1058123,86176,337,Boardwalk < 1.2m High,boardwalk,6m boardwalk,13171,AST_IM_20210811_161240.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86176,No,No railings,,0,,8,,,,,2026-05-01,,,med,,6,,TBD,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86177/13135__AST_IM_20210811_162221.jpeg,True,skip,815522,86177,337,Boardwalk < 1.2m High,boardwalk,3m boardwalk,13135,AST_IM_20210811_162221.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86177,No,No railings,,0,,5.182,,,,,2026-05-01,,,med,,3,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86179/13098__AST_IM_20210811_163555.jpeg,True,skip,943079,86179,337,Boardwalk < 1.2m High,boardwalk,2m boardwalk,13098,AST_IM_20210811_163555.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86179,No,No railings,,0,,5.944,,,,,2026-05-01,,,med,,2,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86178/13163__AST_IM_20210811_160718.jpeg,True,skip,787759,86178,337,Boardwalk < 1.2m High,boardwalk,7m boardwalk,13163,AST_IM_20210811_160718.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86178,No,No railings,,0,,12,,,,,2026-05-01,,,med,,7,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86181/13118__AST_IM_20210811_162701.jpeg,True,skip,1131510,86181,337,Boardwalk < 1.2m High,boardwalk,4m boardwalk,13118,AST_IM_20210811_162701.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86181,No,No railings,,0,,5.486,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86180/13109__AST_IM_20210811_163732.jpeg,True,skip,723825,86180,337,Boardwalk < 1.2m High,boardwalk,4m boardwalk,13109,AST_IM_20210811_163732.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86180,No,No railings,,0,,4,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86184/13142__AST_IM_20210811_161157.jpeg,True,skip,1023785,86184,337,Boardwalk < 1.2m High,boardwalk,3m boardwalk,13142,AST_IM_20210811_161157.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86184,No,No railings,,0,,4.572,,,,,2026-05-01,,,med,,3,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86183/13104__AST_IM_20210811_163524.jpeg,True,skip,873353,86183,337,Boardwalk < 1.2m High,boardwalk,6m boardwalk,13104,AST_IM_20210811_163524.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86183,No,No railings,,0,,7,,,,,2026-05-01,,,med,,6,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86185/13072__AST_IM_20210811_165711.jpeg,True,skip,1340279,86185,337,Boardwalk < 1.2m High,boardwalk,4m boardwalk,13072,AST_IM_20210811_165711.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86185,No,No railings,,0,,19,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86182/13145__AST_IM_20210811_161426.jpeg,True,skip,1045306,86182,337,Boardwalk < 1.2m High,boardwalk,6m boardwalk,13145,AST_IM_20210811_161426.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86182,No,No railings,,0,,6.401,,,,,2026-05-01,,,med,,6,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86187/13095__AST_IM_20210811_163704.jpeg,True,skip,692891,86187,337,Boardwalk < 1.2m High,boardwalk,4m log boardwalk,13095,AST_IM_20210811_163704.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86187,No,No railings,,0,,8,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86188/13123__AST_IM_20210811_162434.jpeg,True,skip,815995,86188,337,Boardwalk < 1.2m High,boardwalk,2m boardwalk,13123,AST_IM_20210811_162434.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86188,No,No railings,,0,,25,,,,,2026-05-01,,,med,,2,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86186/13096__AST_IM_20210811_163800.jpeg,True,skip,1072112,86186,337,Boardwalk < 1.2m High,boardwalk,7m boardwalk,13096,AST_IM_20210811_163800.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86186,No,No railings,,0,,30,,,,,2026-05-01,,,med,,7,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86189/13107__AST_IM_20210811_164226.jpeg,True,skip,1048927,86189,337,Boardwalk < 1.2m High,boardwalk,5m log boardwalk,13107,AST_IM_20210811_164226.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,TBD,,-1,structures.86189,No,No railings,,0,,8,,,,,2026-05-01,,,med,,5,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86190/13122__AST_IM_20210811_162250.jpeg,True,skip,883385,86190,337,Boardwalk < 1.2m High,boardwalk,8m. Boardwalk,13122,AST_IM_20210811_162250.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86190,No,No railings,,0,,8,,,,,2026-05-01,,,med,,8,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86192/13150__AST_IM_20210811_161916.jpeg,True,skip,1032377,86192,337,Boardwalk < 1.2m High,boardwalk,12m boardwalk,13150,AST_IM_20210811_161916.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86192,No,No railings,,0,,12,,,,,2026-05-01,,,med,,12,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86191/13110__AST_IM_20210811_163311.jpeg,True,skip,894159,86191,337,Boardwalk < 1.2m High,boardwalk,4m boardwalk,13110,AST_IM_20210811_163311.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86191,No,No railings,,0,,120,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86194/13112__AST_IM_20210811_162838.jpeg,True,skip,1043342,86194,337,Boardwalk < 1.2m High,boardwalk,4m boardwalk,13112,AST_IM_20210811_162838.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86194,No,No railings,,0,,20,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86193/13138__AST_IM_20210811_162538.jpeg,True,skip,959584,86193,337,Boardwalk < 1.2m High,boardwalk,4m log boardwalk,13138,AST_IM_20210811_162538.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86193,No,No railings,,0,,7,,,,,2026-05-01,,,med,,4,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86195/13108__AST_IM_20210811_162913.jpeg,True,skip,1062246,86195,337,Boardwalk < 1.2m High,boardwalk,7m boardwalk,13108,AST_IM_20210811_162913.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86195,No,No railings,,0,,7,,,,,2026-05-01,,,med,,7,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86196/13132__AST_IM_20210811_161638.jpeg,True,skip,892202,86196,337,Boardwalk < 1.2m High,boardwalk,8m log boardwalk,13132,AST_IM_20210811_161638.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,TBD,,-1,structures.86196,No,No railings,,0,,16,,,,,2026-05-01,,,med,,8,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86198/13101__AST_IM_20210811_164158.jpeg,True,skip,898074,86198,337,Boardwalk < 1.2m High,boardwalk,3m log boardwalk,13101,AST_IM_20210811_164158.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86198,No,No railings,,0,,18,,,,,2026-05-01,,,med,,3,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86201/13125__AST_IM_20210811_162046.jpeg,True,skip,902193,86201,337,Boardwalk < 1.2m High,boardwalk,10m boardwalk,13125,AST_IM_20210811_162046.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86201,No,No railings,,0,,25,,,,,2026-05-01,,,med,,10,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86203/13140__AST_IM_20210811_161508.jpeg,True,skip,1015904,86203,337,Boardwalk < 1.2m High,boardwalk,7m boardwalk,13140,AST_IM_20210811_161508.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86203,No,No railings,,0,,7,,,,,2026-05-01,,,med,,7,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86204/13097__AST_IM_20210811_164251.jpeg,True,skip,1126403,86204,337,Boardwalk < 1.2m High,boardwalk,2m boardwalk,13097,AST_IM_20210811_164251.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86204,No,No railings,,0,,50,,,,,2026-05-01,,,med,,2,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86202/13121__AST_IM_20210811_163041.jpeg,True,skip,1033372,86202,337,Boardwalk < 1.2m High,log boardwalk,4m wood log bridge,13121,AST_IM_20210811_163041.jpeg,image/jpeg,1996-01-01,500.0,500.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,TBD,,-1,structure.86202,,No railings,,0,,4,0,,,,2026-05-01,,,med,,,,Timber,,TBD,,,,,,,,,No,0,Medium,TBD,TBD
data/citywide/images/337/86205/13099__AST_IM_20210811_163416.jpeg,True,skip,955959,86205,337,Boardwalk < 1.2m High,boardwalk,7m boardwalk,13099,AST_IM_20210811_163416.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86205,No,No railings,,0,,15,,,,,2026-05-01,,,med,,7,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86199/13124__AST_IM_20210811_162150.jpeg,True,skip,1004013,86199,337,Boardwalk < 1.2m High,boardwalk,8m boardwalk,13124,AST_IM_20210811_162150.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86199,No,No railings,,0,,48,,,,,2026-05-01,,,med,,8,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86207/13115__AST_IM_20210811_163450.jpeg,True,skip,1017889,86207,337,Boardwalk < 1.2m High,boardwalk,9m boardwalk,13115,AST_IM_20210811_163450.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86207,No,No railings,,0,,12,,,,,2026-05-01,,,med,,9,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86206/13155__AST_IM_20210811_162622.jpeg,True,skip,1013103,86206,337,Boardwalk < 1.2m High,boardwalk,"10m boardwalk, garbage",13155,AST_IM_20210811_162622.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,TBD,,-1,structures.86206,No,No railings,,0,,50,,,,,2026-05-01,,,med,,10,,TBD,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86210/13113__AST_IM_20210811_164111.jpeg,True,skip,890289,86210,337,Boardwalk < 1.2m High,boardwalk,16m boardwalk,13113,AST_IM_20210811_164111.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86210,No,No railings,,0,,100,,,,,2026-05-01,,,med,,16,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86210/13114__AST_IM_20210811_164105.jpeg,True,skip,897463,86210,337,Boardwalk < 1.2m High,boardwalk,16m boardwalk,13114,AST_IM_20210811_164105.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,Timber,,-1,structures.86210,No,No railings,,0,,100,,,,,2026-05-01,,,med,,16,,Timber,,,,,,,,,,,,,TBD,TBD,TBD
data/citywide/images/337/86206/13156__AST_IM_20210811_162608.jpeg,True,skip,1088406,86206,337,Boardwalk < 1.2m High,boardwalk,"10m boardwalk, garbage",13156,AST_IM_20210811_162608.jpeg,image/jpeg,1996-01-01,0.0,0.0,False,2026-04-28 08:50:10.685393+00,,,,,,,,TBD,,-1,structures.86206,No,No railings,,0,,50,,,,,2026-05-01,,,med,,10,,TBD,,,,,,,,,,,,,TBD,TBD,TBD
